State,County,"Violent
crime","Murder and
nonnegligent
manslaughter","Rape
(revised
definition)1","Rape
(legacy
definition)2",Robbery,"Aggravated
assault","Property
crime",Burglary,"Larceny-
theft","Motor
vehicle
theft",Arson3
Kentucky,Union,2,1,0,,1,0,44,9,30,5,1
Kentucky,Washington,3,0,0,,1,2,36,17,19,0,0
Kentucky,Wayne,5,0,0,,2,3,59,23,24,12,1
Kentucky,Webster,1,0,0,,0,1,19,6,9,4,0
Kentucky,Whitley,7,0,0,,3,4,150,50,68,32,2
Kentucky,Wolfe,2,0,0,,0,2,12,6,2,4,0
Louisiana,Acadia,107,7,0,,20,80,854,373,399,82,0
Louisiana,Ascension,360,4,24,,33,299,2898,578,2125,195,4
Louisiana,Bossier,85,0,5,,10,70,654,193,425,36,1
Louisiana,Caddo,81,2,2,,6,71,796,225,509,62,2
Louisiana,Calcasieu,523,6,52,,31,434,4216,1227,2714,275,5
Louisiana,Cameron,19,0,2,,0,17,123,9,110,4,0
Louisiana,De Soto,68,0,6,,4,58,387,124,242,21,0
Louisiana,East Baton Rouge,397,14,47,,194,142,7252,1263,5705,284,14
Louisiana,East Feliciana,95,0,5,,1,89,144,32,96,16,0
Louisiana,Grant,5,0,2,,0,3,144,62,78,4,0
Louisiana,Iberia,136,0,4,,64,68,,437,1083,,2
Louisiana,Iberville,285,1,7,,15,262,553,114,429,10,0
Louisiana,Jefferson,1590,44,66,,399,1081,11217,1503,9009,705,59
Louisiana,Lafayette,309,10,9,,31,259,1629,351,1134,144,6
Louisiana,Lafourche,320,9,22,,28,261,1868,628,1168,72,7
Louisiana,Livingston,297,2,22,,12,261,2941,933,1993,15,0
Louisiana,Ouachita,457,5,6,,48,398,2642,875,1601,166,5
Louisiana,Plaquemines,38,1,5,,3,29,226,53,168,5,1
Louisiana,Pointe Coupee,89,3,4,,8,74,267,107,136,24,0
Louisiana,Rapides,379,1,35,,15,328,2004,678,1169,157,5
Louisiana,St. Bernard,135,0,11,,32,92,1507,264,1173,70,7
Louisiana,St. Charles,175,3,4,,23,145,837,188,612,37,8
Louisiana,St. John the Baptist,70,3,4,,11,52,989,243,713,33,2
Louisiana,St. Martin,129,4,13,,16,96,362,112,234,16,0
Louisiana,St. Tammany,242,4,31,,23,184,1749,366,1264,119,7
Louisiana,Tangipahoa,738,9,52,,124,553,2585,840,1503,242,9
Louisiana,Terrebonne,376,6,19,,34,317,2814,624,2095,95,11
Louisiana,Union,27,0,0,,0,27,30,12,18,0,0
Louisiana,Vermilion,89,4,1,,17,67,736,285,265,186,0
Louisiana,Webster,94,1,4,,1,88,217,100,98,19,0
Louisiana,West Baton Rouge,53,0,6,,9,38,404,48,331,25,0
Louisiana,West Feliciana,38,1,5,,2,30,80,7,72,1,0
Louisiana,Allen,18,0,6,,1,11,73,9,53,11,0
Louisiana,Assumption,85,0,3,,6,76,240,38,192,10,1
Louisiana,Avoyelles,121,3,11,,3,104,500,186,290,24,3
Louisiana,Beauregard,18,0,1,,0,17,128,11,105,12,4
Louisiana,Bienville,63,1,10,,8,44,254,92,147,15,0
Louisiana,Caldwell,21,0,0,,1,20,248,58,180,10,0
Louisiana,Concordia,77,3,2,,6,66,276,76,182,18,2
Louisiana,Evangeline,31,1,1,,1,28,472,119,352,1,0
Louisiana,Franklin,38,1,2,,0,35,126,34,80,12,0
Louisiana,Jackson,6,0,2,,0,4,52,19,31,2,2
Louisiana,La Salle,40,2,1,,2,35,36,10,24,2,0
Louisiana,Lincoln,62,1,5,,4,52,202,59,133,10,0
Louisiana,Madison,25,4,0,,0,21,32,9,19,4,1
Louisiana,Natchitoches,60,2,5,,4,49,426,103,293,30,0
Louisiana,Red River,33,0,3,,3,27,141,33,102,6,0
Louisiana,Richland,76,2,1,,1,72,258,66,173,19,0
Louisiana,Sabine,8,0,0,,2,6,150,35,115,0,1
Louisiana,St. Landry,228,5,3,,14,206,992,477,422,93,0
Louisiana,St. Mary,148,2,5,,17,124,711,169,502,40,1
Louisiana,Tensas,7,0,1,,0,6,8,2,6,0,0
Louisiana,Vernon,87,4,5,,2,76,552,96,419,37,3
Louisiana,Washington,187,1,24,,7,155,696,224,414,58,3
Louisiana,West Carroll,48,1,0,,0,47,181,59,99,23,0
Louisiana,Winn,18,0,0,,0,18,61,27,29,5,0
Maine,Androscoggin,14,0,6,,1,7,122,38,80,4,0
Maine,Cumberland,21,0,5,,3,13,536,190,312,34,0
Maine,Penobscot,5,0,1,,2,2,340,117,212,11,1
Maine,Sagadahoc,6,0,1,,0,5,81,24,57,0,2
Maine,York,26,0,4,,2,20,326,142,176,8,0
Maine,Aroostook,2,0,0,,0,2,53,19,27,7,0
Maine,Franklin,7,0,5,,0,2,75,23,44,8,0
Maine,Hancock,1,0,0,,0,1,165,53,108,4,0
Maine,Kennebec,26,2,8,,4,12,177,60,99,18,0
Maine,Knox,17,0,0,,1,16,170,38,120,12,0
Maine,Lincoln,31,0,13,,0,18,221,57,155,9,0
Maine,Oxford,18,0,8,,1,9,343,82,245,16,0
Maine,Piscataquis,6,0,2,,0,4,41,5,34,2,0
Maine,Somerset,29,0,12,,4,13,328,90,216,22,0
Maine,Waldo,11,0,2,,1,8,170,46,118,6,2
Maine,Washington,17,0,4,,1,12,136,46,83,7,1
Maryland,Allegany,23,1,3,,7,12,336,52,276,8,0
Maryland,Anne Arundel,0,0,0,,0,0,0,0,0,0,0
Maryland,Anne Arundel County Police Department,2053,14,143,,492,1404,11642,1767,9302,573,33
Maryland,Baltimore County,0,0,0,,0,0,0,0,0,0,0
Maryland,Baltimore County Police Department,4397,35,318,,1497,2547,23344,3681,17599,2064,163
Maryland,Calvert,121,1,14,,12,94,1070,223,810,37,9
Maryland,Carroll,100,2,20,,9,69,807,190,584,33,0
Maryland,Cecil,90,2,10,,16,62,619,179,395,45,1
Maryland,Charles,527,6,38,,126,357,2305,344,1803,158,31
Maryland,Frederick,185,1,13,,30,141,1485,251,1180,54,
Maryland,Harford,384,6,24,,81,273,2430,453,1915,62,0
Maryland,Howard,0,0,0,,0,0,0,0,0,0,0
Maryland,Howard County Police Department,712,6,66,,201,439,5522,840,4379,303,3
Maryland,Montgomery,0,0,0,,0,0,0,0,0,0,0
Maryland,Montgomery County Police Department,1749,14,331,,659,745,15066,1855,12374,837,62
Maryland,Prince George's ,10,0,0,,0,10,1,0,1,0,0
Maryland,Queen Anne's,72,0,6,,11,55,472,106,355,11,4
Maryland,Somerset,24,0,2,,1,21,52,15,35,2,0
Maryland,St. Mary's,202,2,21,,28,151,1814,378,1372,64,2
Maryland,Washington,193,0,7,,35,151,1721,416,1201,104,4
Maryland,Wicomico,105,1,6,,24,74,644,172,442,30,2
Maryland,Worcester,13,2,2,,5,4,249,63,178,8,0
Maryland,Caroline,17,0,2,,1,14,200,67,124,9,0
Maryland,Dorchester,10,1,0,,1,8,203,55,132,16,0
Maryland,Garrett,45,0,1,,0,44,239,46,187,6,1
Maryland,Kent,8,0,1,,3,4,130,53,75,2,0
Maryland,Talbot,22,0,11,,0,11,175,55,119,1,1
Michigan,Barry,34,1,11,,0,22,255,54,193,8,0
Michigan,Bay,44,0,14,,2,28,593,113,462,18,1
Michigan,Berrien,122,2,47,,10,63,587,168,379,40,5
Michigan,Calhoun,121,1,28,,4,88,501,137,341,23,1
Michigan,Cass,50,0,20,,0,30,551,234,294,23,4
Michigan,Clinton,23,0,4,,1,18,172,51,108,13,0
Michigan,Eaton,164,2,61,,26,75,986,183,750,53,2
Michigan,Genesee,67,0,7,,4,56,326,39,269,18,0
Michigan,Ingham,146,2,36,,9,99,504,128,348,28,2
Michigan,Jackson,218,1,23,,4,190,631,111,478,42,6
Michigan,Kalamazoo,297,4,102,,37,154,2236,514,1608,114,7
Michigan,Kent,386,1,105,,38,242,2264,441,1701,122,15
Michigan,Lapeer,60,2,15,,4,39,351,112,213,26,2
Michigan,Livingston,70,1,28,,4,37,552,97,427,28,7
Michigan,Macomb,322,2,55,,36,229,1436,196,1168,72,12
Michigan,Midland,50,1,22,,1,26,356,120,217,19,8
Michigan,Monroe,167,5,56,,19,87,1521,344,1065,112,23
Michigan,Montcalm,54,0,21,,2,31,226,51,164,11,0
Michigan,Muskegon,66,0,25,,1,40,555,95,437,23,5
Michigan,Oakland,33,0,10,,0,23,52,7,37,8,6
Michigan,Ottawa,559,3,204,,29,323,2492,467,1942,83,19
Michigan,Saginaw,98,2,10,,11,75,494,80,382,32,4
Michigan,St. Clair,189,2,34,,3,150,974,190,730,54,14
Michigan,Van Buren,120,0,29,,4,87,437,194,210,33,5
Michigan,Washtenaw,588,1,69,,80,438,1667,391,1067,209,16
Michigan,Wayne,6,0,4,,1,1,0,0,0,0,0
Michigan,Alcona,10,0,2,,0,8,94,40,53,1,1
Michigan,Alger,0,0,0,,0,0,5,0,4,1,0
Michigan,Allegan,131,0,28,,2,101,558,147,369,42,5
Michigan,Alpena,10,0,3,,1,6,36,10,23,3,0
Michigan,Antrim,15,0,6,,0,9,279,118,153,8,0
Michigan,Arenac,29,1,16,,0,12,100,33,57,10,2
Michigan,Baraga,3,0,0,,0,3,26,9,17,0,0
Michigan,Benzie,18,0,6,,0,12,100,11,86,3,0
Michigan,Branch,10,0,5,,0,5,61,11,45,5,0
Michigan,Charlevoix,21,0,12,,1,8,121,20,96,5,0
Michigan,Cheboygan,7,0,6,,0,1,70,27,41,2,1
Michigan,Chippewa,6,0,1,,0,5,55,16,37,2,0
Michigan,Clare,90,1,21,,1,67,412,101,291,20,8
Michigan,Crawford,18,0,9,,0,9,104,39,58,7,2
Michigan,Delta,9,0,5,,0,4,52,14,36,2,0
Michigan,Emmet,28,0,10,,0,18,176,54,121,1,2
Michigan,Gladwin,27,0,5,,1,21,126,58,64,4,0
Michigan,Gogebic,6,0,4,,0,2,52,10,39,3,0
Michigan,Grand Traverse,125,2,34,,5,84,593,100,460,33,5
Michigan,Gratiot,21,0,9,,2,10,279,45,221,13,2
Michigan,Hillsdale,30,1,11,,0,18,132,43,83,6,1
Michigan,Houghton,13,0,9,,1,3,77,19,51,7,1
Michigan,Huron,24,0,7,,1,16,103,32,66,5,0
Michigan,Ionia,45,1,30,,1,13,267,54,204,9,1
Michigan,Iosco,0,0,0,,0,0,0,0,0,0,0
Michigan,Iron,8,1,3,,1,3,19,8,11,0,0
Michigan,Isabella,48,0,16,,6,26,301,92,201,8,3
Michigan,Kalkaska,60,0,2,,1,57,195,38,145,12,2
Michigan,Keweenaw,3,0,2,,0,1,26,11,15,0,0
Michigan,Lake,20,0,2,,1,17,156,68,82,6,0
Michigan,Leelanau,12,0,2,,2,8,77,16,55,6,1
Michigan,Lenawee,30,0,7,,2,21,230,85,132,13,0
Michigan,Luce,20,0,1,,0,19,73,19,51,3,0
Michigan,Mackinac,6,0,4,,0,2,69,11,54,4,1
Michigan,Manistee,36,0,17,,0,19,261,48,206,7,2
Michigan,Marquette,13,0,3,,3,7,142,17,120,5,0
Michigan,Mason,28,0,8,,0,20,191,39,144,8,1
Michigan,Mecosta,241,0,18,,2,221,378,62,302,14,3
Michigan,Menominee,16,0,9,,0,7,49,19,28,2,0
Michigan,Missaukee,21,0,6,,1,14,139,26,110,3,0
Michigan,Montmorency,4,0,0,,0,4,19,7,5,7,0
Michigan,Newaygo,45,1,13,,0,31,257,67,184,6,2
Michigan,Oceana,32,0,4,,2,26,245,66,170,9,1
Michigan,Ogemaw,22,0,3,,1,18,163,57,99,7,1
Michigan,Ontonagon,13,0,0,,0,13,20,6,10,4,0
Michigan,Osceola,45,0,17,,2,26,205,31,143,31,0
Michigan,Oscoda,27,0,4,,0,23,158,43,109,6,0
Michigan,Otsego,13,0,8,,0,5,49,16,33,0,0
Michigan,Presque Isle,5,0,3,,0,2,21,7,13,1,0
Michigan,Roscommon,19,1,7,,0,11,148,40,103,5,1
Michigan,Sanilac,45,0,8,,2,35,192,84,94,14,1
Michigan,Shiawassee,23,0,13,,2,8,134,39,93,2,1
Michigan,St. Joseph,54,0,10,,0,44,131,43,76,12,2
Michigan,Tuscola,43,0,8,,0,35,205,58,123,24,0
Michigan,Wexford,41,0,18,,0,23,260,47,209,4,3
Minnesota,Anoka,44,1,15,,5,23,977,157,767,53,7
Minnesota,Blue Earth,15,1,7,,0,7,103,42,52,9,1
Minnesota,Carlton,19,0,8,,2,9,166,49,99,18,3
Minnesota,Carver,49,0,5,,4,40,542,83,432,27,1
Minnesota,Chisago,12,0,2,,0,10,213,51,145,17,0
Minnesota,Clay,5,0,0,,1,4,65,27,29,9,0
Minnesota,Dakota,32,0,1,,0,31,90,31,56,3,0
Minnesota,Dodge,4,0,0,,0,4,71,12,47,12,0
Minnesota,Fillmore,7,0,0,,1,6,73,23,46,4,1
Minnesota,Hennepin,19,0,0,,3,16,61,2,54,5,0
Minnesota,Houston,4,0,2,,0,2,42,7,32,3,0
Minnesota,Isanti,28,0,10,,0,18,328,88,216,24,1
Minnesota,Le Sueur,5,0,1,,0,4,109,31,78,0,0
Minnesota,Mille Lacs,23,1,5,,3,14,455,79,321,55,0
Minnesota,Nicollet,3,0,2,,0,1,62,21,41,0,0
Minnesota,Olmsted,23,0,13,,2,8,280,85,170,25,7
Minnesota,Polk,30,0,9,,0,21,228,72,146,10,3
Minnesota,Ramsey,63,0,23,,16,24,1096,140,876,80,1
Minnesota,Sherburne,35,0,12,,3,20,405,68,319,18,0
Minnesota,Sibley,4,0,3,,0,1,2,0,2,0,0
Minnesota,Stearns,47,0,15,,2,30,454,79,345,30,1
Minnesota,St. Louis,51,1,13,,1,36,717,244,397,76,9
Minnesota,Wabasha,6,0,0,,0,6,45,6,33,6,0
Minnesota,Washington,75,0,19,,4,52,848,180,603,65,0
Minnesota,Wright,97,2,41,,5,49,1737,126,1545,66,11
Minnesota,Aitkin,11,1,4,,2,4,263,104,143,16,0
Minnesota,Becker,17,0,4,,0,13,118,51,48,19,0
Minnesota,Beltrami,52,0,9,,2,41,387,94,251,42,2
Minnesota,Big Stone,1,0,1,,0,0,23,11,12,0,0
Minnesota,Brown,4,0,0,,0,4,20,2,17,1,0
Minnesota,Cass,54,1,30,,3,20,401,122,235,44,0
Minnesota,Chippewa,1,0,0,,0,1,30,11,17,2,0
Minnesota,Clearwater,16,0,3,,0,13,93,36,53,4,2
Minnesota,Cook,5,0,3,,0,2,115,29,83,3,0
Minnesota,Cottonwood,2,0,0,,0,2,15,4,11,0,0
Minnesota,Crow Wing,24,0,6,,1,17,321,116,190,15,1
Minnesota,Douglas,14,0,5,,2,7,162,55,97,10,0
Minnesota,Faribault,2,0,2,,0,0,62,29,24,9,0
Minnesota,Freeborn,3,1,2,,0,0,79,27,43,9,1
Minnesota,Goodhue,19,0,8,,2,9,161,46,95,20,1
Minnesota,Grant,1,0,0,,0,1,13,5,8,0,0
Minnesota,Hubbard,20,0,6,,1,13,209,74,126,9,1
Minnesota,Itasca,37,1,13,,0,23,135,40,89,6,1
Minnesota,Jackson,2,0,1,,1,0,40,7,31,2,0
Minnesota,Kanabec,22,0,0,,0,22,237,68,140,29,0
Minnesota,Kandiyohi,22,0,3,,2,17,166,26,126,14,0
Minnesota,Kittson,1,0,0,,0,1,20,2,18,0,0
Minnesota,Lac qui Parle,1,0,1,,0,0,26,11,15,0,1
Minnesota,Lake,1,0,0,,0,1,14,4,5,5,0
Minnesota,Lake of the Woods,1,0,1,,0,0,5,2,2,1,0
Minnesota,Lincoln,12,0,0,,0,12,0,0,0,0,0
Minnesota,Lyon,3,0,0,,0,3,56,20,32,4,0
Minnesota,Marshall,5,0,1,,0,4,44,8,29,7,1
Minnesota,Martin,2,0,1,,0,1,15,5,9,1,0
Minnesota,McLeod,14,0,6,,0,8,81,28,51,2,0
Minnesota,Meeker,17,1,11,,0,5,113,25,73,15,0
Minnesota,Mower,10,0,2,,0,8,91,35,47,9,0
Minnesota,Murray,1,0,0,,0,1,37,4,31,2,0
Minnesota,Nobles,4,0,1,,0,3,24,15,8,1,0
Minnesota,Norman,0,0,0,,0,0,2,0,2,0,1
Minnesota,Otter Tail,20,0,6,,0,14,379,155,206,18,3
Minnesota,Pennington,2,0,0,,0,2,15,5,7,3,0
Minnesota,Pine,78,0,20,,6,52,864,164,597,103,6
Minnesota,Pope,4,0,0,,0,4,33,6,22,5,0
Minnesota,Red Lake,0,0,0,,0,0,8,0,7,1,0
Minnesota,Redwood,6,0,1,,0,5,58,13,40,5,0
Minnesota,Renville,7,0,0,,0,7,87,20,61,6,0
Minnesota,Rice,16,0,4,,1,11,153,41,92,20,2
Minnesota,Rock,36,0,0,,0,36,70,11,53,6,0
Minnesota,Roseau,1,0,1,,0,0,75,18,50,7,0
Minnesota,Steele,13,1,1,,1,10,80,21,49,10,1
Minnesota,Stevens,5,0,4,,0,1,36,17,19,0,0
Minnesota,Swift,2,0,0,,0,2,6,5,0,1,0
Minnesota,Todd,22,0,13,,0,9,153,51,96,6,3
Minnesota,Traverse,1,0,0,,0,1,20,4,15,1,1
Minnesota,Wadena,1,0,0,,0,1,3,3,0,0,1
Minnesota,Waseca,3,0,2,,0,1,54,19,29,6,0
Minnesota,Watonwan,4,0,2,,0,2,30,18,8,4,0
Minnesota,Wilkin,3,0,1,,1,1,20,1,18,1,0
Minnesota,Winona,12,1,0,,0,11,47,7,34,6,0
Minnesota,Yellow Medicine,4,0,1,,0,3,35,18,14,3,0
Mississippi,DeSoto,36,1,2,,6,27,454,200,238,16,0
Mississippi,Hancock,42,2,,0,2,38,590,129,396,65,2
Mississippi,Harrison,59,1,8,,10,40,1016,216,671,129,9
Mississippi,Hinds ,89,2,11,,8,68,406,158,181,67,
Mississippi,Jackson,114,4,,38,15,57,1426,381,874,171,7
Mississippi,Lamar,96,1,,7,9,79,692,270,415,7,0
Mississippi,Madison,24,0,,5,4,15,277,95,152,30,4
Mississippi,Marshall,3,0,1,,0,2,158,3,145,10,1
Mississippi,Rankin,36,2,3,,3,28,622,147,432,43,4
Mississippi,Tunica,34,0,,9,7,18,417,93,292,32,
Mississippi,Choctaw,3,0,,0,0,3,72,29,42,1,1
Mississippi,Claiborne,22,3,4,,1,14,73,50,14,9,0
Mississippi,Grenada,9,0,,0,3,6,136,54,80,2,
Mississippi,Jones,142,1,50,,9,82,768,363,405,0,0
Mississippi,Kemper,10,0,,0,3,7,58,31,26,1,1
Mississippi,Lauderdale,53,5,,15,18,15,604,300,264,40,7
Mississippi,Lincoln,16,0,,4,0,12,280,112,150,18,4
Mississippi,Marion,41,2,7,,6,26,296,141,128,27,2
Mississippi,Oktibbeha,40,0,,7,7,26,385,210,163,12,5
Mississippi,Panola,102,5,,0,5,92,790,389,386,15,0
Mississippi,Scott,34,1,1,,3,29,188,95,72,21,0
Mississippi,Stone,34,0,6,,2,26,168,60,92,16,2
Mississippi,Sunflower,24,0,,0,12,12,12,12,0,0,0
Mississippi,Warren,17,1,5,,1,10,263,51,182,30,2
Mississippi,Washington,20,0,3,,6,11,323,88,223,12,0
Missouri,Andrew,33,2,2,,1,28,107,38,63,6,0
Missouri,Bates,50,0,1,,0,49,125,49,64,12,0
Missouri,Bollinger,87,1,3,,7,76,91,34,51,6,0
Missouri,Boone,125,0,14,,11,100,601,130,413,58,10
Missouri,Buchanan,28,1,0,,2,25,188,62,95,31,9
Missouri,Caldwell,17,0,0,,0,17,68,28,36,4,0
Missouri,Callaway,117,3,16,,8,90,502,160,303,39,1
Missouri,Cape Girardeau,33,0,0,,5,28,196,73,112,11,0
Missouri,Cass,60,1,5,,2,52,406,120,249,37,0
Missouri,Christian,95,0,7,,2,86,327,116,196,15,5
Missouri,Clay,50,1,1,,11,37,236,86,131,19,3
Missouri,Clinton,24,0,0,,0,24,105,37,52,16,3
Missouri,Cole,42,0,1,,2,39,278,77,179,22,3
Missouri,Dallas,22,0,3,,1,18,138,47,73,18,0
Missouri,DeKalb,5,0,0,,1,4,44,14,24,6,1
Missouri,Franklin,71,2,0,,1,68,548,171,325,52,2
Missouri,Greene,83,2,35,,10,36,1318,394,782,142,7
Missouri,Jackson,85,2,10,,9,64,383,125,220,38,3
Missouri,Jasper,123,2,16,,6,99,507,143,302,62,0
Missouri,Jefferson,196,2,14,,15,165,2284,449,1565,270,15
Missouri,Lafayette,10,0,1,,0,9,131,38,82,11,2
Missouri,Lincoln,132,0,4,,1,127,189,64,99,26,3
Missouri,McDonald,101,0,2,,3,96,387,85,262,40,0
Missouri,Moniteau,1,0,0,,0,1,40,29,5,6,0
Missouri,Newton,,0,13,,7,,719,159,475,85,21
Missouri,Osage,3,0,1,,0,2,42,21,17,4,0
Missouri,Platte,41,4,13,,4,20,262,66,168,28,2
Missouri,Polk,50,0,7,,2,41,333,133,174,26,3
Missouri,Ray,102,0,3,,0,99,111,47,53,11,0
Missouri,St. Charles,0,0,0,,0,0,1,0,1,0,0
Missouri,Warren,68,0,11,,2,55,219,58,141,20,3
Missouri,Webster,11,1,3,,1,6,256,80,155,21,0
Missouri,Adair,8,0,1,,0,7,116,46,63,7,0
Missouri,Atchison,1,0,0,,0,1,8,1,4,3,0
Missouri,Audrain,22,0,7,,2,13,76,22,48,6,0
Missouri,Barry,40,0,6,,0,34,345,124,190,31,1
Missouri,Barton,27,0,0,,0,27,97,41,50,6,7
Missouri,Benton,80,1,2,,4,73,232,81,133,18,0
Missouri,Butler,86,2,1,,6,77,497,110,338,49,0
Missouri,Camden,,4,,,0,79,457,205,229,23,7
Missouri,Carroll,3,0,0,,0,3,26,6,19,1,0
Missouri,Carter,36,0,5,,1,30,60,25,33,2,0
Missouri,Cedar,37,0,1,,0,36,101,43,54,4,1
Missouri,Chariton,13,0,0,,0,13,50,22,26,2,0
Missouri,Clark,12,0,1,,1,10,40,5,30,5,0
Missouri,Cooper,7,0,0,,1,6,83,29,44,10,1
Missouri,Crawford,20,0,1,,0,19,223,87,108,28,0
Missouri,Dade,28,0,0,,0,28,84,38,43,3,1
Missouri,Daviess,9,1,1,,0,7,49,20,24,5,0
Missouri,Dent,7,2,2,,1,2,60,29,22,9,0
Missouri,Douglas,17,0,0,,0,17,51,19,28,4,3
Missouri,Dunklin,22,0,0,,1,21,165,40,110,15,1
Missouri,Gasconade,18,0,0,,0,18,116,46,60,10,0
Missouri,Gentry,4,0,0,,0,4,37,9,23,5,0
Missouri,Grundy,2,0,0,,0,2,18,12,5,1,0
Missouri,Harrison,2,0,1,,0,1,61,27,28,6,1
Missouri,Henry,54,1,1,,2,50,228,94,115,19,3
Missouri,Hickory,0,0,0,,0,0,90,43,45,2,0
Missouri,Holt,5,0,0,,0,5,44,20,23,1,0
Missouri,Howard,9,0,0,,1,8,67,19,41,7,0
Missouri,Howell,53,0,0,,4,49,191,67,102,22,0
Missouri,Iron,16,0,0,,1,15,67,32,32,3,1
Missouri,Johnson,38,1,4,,1,32,253,67,164,22,0
Missouri,Knox,0,0,0,,0,0,15,8,7,0,0
Missouri,Laclede,45,0,6,,0,39,268,82,144,42,2
Missouri,Lawrence,60,2,7,,1,50,220,94,122,4,1
Missouri,Lewis,3,0,1,,0,2,39,15,22,2,1
Missouri,Linn,10,0,2,,1,7,45,16,19,10,2
Missouri,Livingston,1,0,0,,0,1,37,10,23,4,0
Missouri,Macon,14,0,0,,1,13,94,32,57,5,6
Missouri,Madison,17,0,5,,1,11,61,11,48,2,1
Missouri,Maries,10,0,0,,0,10,38,16,16,6,0
Missouri,Marion,8,0,0,,0,8,90,21,63,6,0
Missouri,Mercer,0,0,0,,0,0,30,16,8,6,0
Missouri,Miller,61,0,3,,1,57,219,67,131,21,3
Missouri,Mississippi,9,0,1,,0,8,46,19,23,4,0
Missouri,Monroe,5,0,0,,1,4,50,30,15,5,1
Missouri,Montgomery,12,0,0,,1,11,83,40,42,1,0
Missouri,Morgan,36,0,7,,1,28,202,92,83,27,0
Missouri,Nodaway,7,0,4,,0,3,60,25,31,4,0
Missouri,Oregon,12,0,1,,0,11,42,18,20,4,1
Missouri,Ozark,15,0,0,,2,13,79,23,50,6,4
Missouri,Pemiscot,23,0,1,,0,22,100,28,65,7,0
Missouri,Perry,36,1,0,,0,35,72,23,39,10,0
Missouri,Pettis,29,0,1,,1,27,194,54,126,14,0
Missouri,Phelps,19,0,4,,0,15,243,61,171,11,0
Missouri,Pike,2,0,0,,1,1,38,17,16,5,2
Missouri,Pulaski,65,1,3,,3,58,236,79,138,19,0
Missouri,Putnam,0,0,0,,0,0,8,3,3,2,1
Missouri,Ralls,19,0,0,,0,19,76,23,42,11,0
Missouri,Randolph,10,0,0,,0,10,107,38,61,8,1
Missouri,Reynolds,11,2,1,,0,8,41,11,22,8,2
Missouri,Ripley,15,0,1,,1,13,193,72,104,17,0
Missouri,Saline,5,1,0,,0,4,57,26,27,4,1
Missouri,Schuyler,7,0,4,,0,3,29,4,25,0,0
Missouri,Scotland,6,0,2,,0,4,24,8,12,4,1
Missouri,Scott,178,0,1,,0,177,206,73,120,13,1
Missouri,Shannon,24,0,3,,2,19,56,6,41,9,1
Missouri,Shelby,3,0,3,,0,0,22,9,11,2,0
Missouri,St. Clair,22,1,3,,0,18,148,67,70,11,4
Missouri,Ste. Genevieve,31,0,8,,0,23,116,28,71,17,1
Missouri,St. Francois,70,2,3,,3,62,390,111,222,57,2
Missouri,Stoddard,15,0,0,,1,14,148,39,96,13,0
Missouri,Stone,130,0,3,,1,126,378,124,235,19,1
Missouri,Sullivan,9,0,2,,0,7,51,24,18,9,0
Missouri,Taney,93,0,6,,0,87,337,81,206,50,1
Missouri,Texas,21,2,2,,1,16,156,62,79,15,1
Missouri,Vernon,68,0,6,,1,61,300,112,165,23,1
Missouri,Washington,106,0,14,,4,88,297,98,170,29,5
Missouri,Wayne,20,2,5,,0,13,215,80,104,31,1
Missouri,Worth,1,0,0,,0,1,8,1,7,0,0
Missouri,Wright,26,0,0,,0,26,98,39,43,16,0
Montana,Carbon,15,3,0,,0,12,57,21,31,5,1
Montana,Cascade,27,1,3,,1,22,205,42,144,19,2
Montana,Golden Valley,2,0,0,,0,2,6,3,2,1,0
Montana,Missoula,93,0,16,,3,74,199,100,78,21,4
Montana,Yellowstone,91,0,18,,10,63,668,146,421,101,8
Montana,Beaverhead,3,0,0,,0,3,9,2,7,0,0
Montana,Big Horn,71,2,3,,0,66,411,13,332,66,1
Montana,Blaine,10,0,1,,0,9,3,1,2,0,0
Montana,Broadwater,28,0,0,,0,28,37,10,22,5,0
Montana,Carter,0,0,0,,0,0,0,0,0,0,0
Montana,Custer,9,0,2,,1,6,37,9,22,6,1
Montana,Daniels,0,0,0,,0,0,2,0,1,1,0
Montana,Dawson,18,0,1,,0,17,63,25,31,7,0
Montana,Deer Lodge,37,1,2,,1,33,335,84,217,34,0
Montana,Fallon,2,0,0,,0,2,4,2,1,1,0
Montana,Fergus,32,0,11,,1,20,58,21,34,3,1
Montana,Flathead,191,2,23,,4,162,1372,225,991,156,5
Montana,Gallatin,73,2,24,,1,46,420,58,324,38,1
Montana,Garfield,1,0,0,,0,1,8,2,5,1,0
Montana,Glacier,15,0,0,,0,15,43,6,25,12,1
Montana,Granite,5,0,1,,0,4,59,11,43,5,0
Montana,Hill,23,0,2,,0,21,143,28,103,12,1
Montana,Jefferson,34,0,0,,0,34,124,20,93,11,1
Montana,Judith Basin,2,0,0,,0,2,12,3,7,2,0
Montana,Lake,72,1,5,,5,61,316,106,166,44,7
Montana,Lewis and Clark,104,1,25,,5,73,440,111,286,43,9
Montana,Liberty,9,1,0,,0,8,0,0,0,0,0
Montana,Lincoln,28,1,2,,0,25,162,34,118,10,0
Montana,Madison,8,0,0,,0,8,42,12,28,2,1
Montana,McCone,2,0,0,,0,2,11,3,4,4,0
Montana,Meagher,2,0,0,,0,2,13,1,10,2,0
Montana,Mineral,4,0,0,,0,4,0,0,0,0,0
Montana,Musselshell,31,1,1,,1,28,90,14,66,10,2
